Habitat	MAGs	GTDB	Quality	Not_Asso_MGE_Aronumber	Asso_MGE_Aronumber
Hot	NMDC60095099	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	Medium-quality	2	0
Hot	NMDC60096425	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__;s__	High-quality	1	0
Hot	NMDC60095238	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__B18-G2;g__;s__	Medium-quality	1	0
Hot	NMDC60082843	d__Bacteria;p__WOR-3;c__Hydrothermia;o__WGAB01;f__WGAB01;g__S141-55;s__	Medium-quality	3	0
Hot	NMDC60093768	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__WUQU01;s__	Medium-quality	0	0
Hot	NMDC60106372	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__;f__;g__;s__	Medium-quality	0	0
Hot	NMDC60091690	d__Bacteria;p__DRYD01;c__DRYD01;o__DRYD01;f__DRYD01;g__DSNQ01;s__DSNQ01 sp011047215	Medium-quality	2	0
Hot	NMDC60093345	d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__HRBIN17;g__HRBIN17;s__	Medium-quality	0	0
Hot	NMDC60094997	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	Medium-quality	3	0
Hot	NMDC60094918	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JAAOZN01;g__JAAOZN01;s__	Medium-quality	0	0
Hot	NMDC60085940	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__EX4484-217-1;f__EX4484-217-1;g__EX4484-217-1;s__	Medium-quality	0	0
Hot	NMDC60095518	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A;f__Enterobacteriaceae_A;g__Buchnera;s__Buchnera aphidicola_I	High-quality	3	0
Hot	NMDC60096077	d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__DRYI01;g__DRYI01;s__DRYI01 sp011380295	Medium-quality	2	0
Hot	NMDC60083770	d__Bacteria;p__WOR-3;c__UBA3073;o__JACQXS01;f__;g__;s__	Medium-quality	1	0
Hot	NMDC60095256	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__JAADID01;s__	Medium-quality	0	0
Hot	NMDC60096555	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__	Medium-quality	5	0
Hot	NMDC60095001	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__GCA-2688775;s__	Medium-quality	1	0
Hot	NMDC60095036	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__Desulfatiglandaceae;g__B46-G9;s__B46-G9 sp003646815	Medium-quality	2	0
Hot	NMDC60106169	d__Bacteria;p__Myxococcota;c__UBA9042;o__DTJE01;f__DTJE01;g__JAGOKF01;s__	Medium-quality	1	0
Hot	NMDC60065203	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__EX4484-135;g__EX4484-135;s__	Medium-quality	0	0
Hot	NMDC60094280	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__DTIM01;s__DTIM01 sp011333975	Medium-quality	0	0
Hot	NMDC60094994	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidoferrales;f__UBA7541;g__;s__	Medium-quality	2	0
Hot	NMDC60096240	d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__UBA2258;g__JABLXZ01;s__	High-quality	1	0
Hot	NMDC60082378	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__;g__;s__	Medium-quality	0	0
Hot	NMDC60096004	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Thermocrinis;s__	Medium-quality	0	0
Hot	NMDC60091864	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__;g__;s__	Medium-quality	0	0
Hot	NMDC60094260	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__DTPU01;s__DTPU01 sp011332905	High-quality	2	0
Hot	NMDC60095095	d__Bacteria;p__Patescibacteria;c__4484-211;o__4484-211;f__4484-211;g__4484-211;s__4484-211 sp002084955	Medium-quality	1	0
Hot	NMDC60082719	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__B11-G9;f__B11-G9;g__S145-15;s__S145-15 sp015493635	Medium-quality	2	0
Hot	NMDC60106179	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__RBG-16-55-9;f__DRXL01;g__DRXL01;s__	Medium-quality	1	0
Hot	NMDC60092186	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__Brennerbacteraceae;g__;s__	Medium-quality	1	0
Hot	NMDC60093029	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	Medium-quality	1	0
Hot	NMDC60094992	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__JACRDN01;s__	Medium-quality	0	0
Hot	NMDC60082256	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__WGBN01;s__WGBN01 sp015494245	Medium-quality	3	0
Hot	NMDC60094925	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Caldimicrobium;s__	Medium-quality	0	0
Hot	NMDC60065247	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus sp003660485	Medium-quality	0	0
Hot	NMDC60092972	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__;g__;s__	High-quality	2	0
Hot	NMDC60097977	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWA2-32-17;g__Ch61;s__	High-quality	2	0
Hot	NMDC60095100	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae_A;g__JdFR-80;s__JdFR-80 sp003648765	Medium-quality	2	0
Hot	NMDC60083760	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__JdFR-78;f__JdFR-78;g__JdFR-78;s__JdFR-78 sp002010665	High-quality	2	0
Hot	NMDC60094137	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JAAOZN01;g__JAAOZN01;s__JAAOZN01 sp011605775	Medium-quality	0	0
Hot	NMDC60096626	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__;s__	Medium-quality	2	0
Hot	NMDC60094256	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA1429;f__UBA1429;g__SpSt-996;s__SpSt-996 sp011332765	Medium-quality	3	0
Hot	NMDC60065252	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__	Medium-quality	0	0
Hot	NMDC60106321	d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__HRBIN17;g__HRBIN17;s__	Medium-quality	0	0
Hot	NMDC60096507	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__UBA5550;s__UBA5550 sp002069965	Medium-quality	3	0
Hot	NMDC60092976	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__UBA2336;s__	Medium-quality	2	0
Hot	NMDC60096706	d__Bacteria;p__Bdellovibrionota_C;c__UBA2361;o__UBA2361;f__;g__;s__	Medium-quality	1	0
Hot	NMDC60094249	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__JAFAWZ01;s__	Medium-quality	3	0
Hot	NMDC60096285	d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__JABLXN01;g__DRVL01;s__	Medium-quality	0	0
Hot	NMDC60094381	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__JACCLJ01;s__JACCLJ01 sp011358535	Medium-quality	0	0
Hot	NMDC60095133	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__EX4572-44;g__Ethanoperedens;s__	Medium-quality	1	0
Hot	NMDC60082307	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__Dissulfuribacteraceae;g__Dissulfuribacter;s__Dissulfuribacter sp015494155	Medium-quality	2	0
Hot	NMDC60095007	d__Bacteria;p__Latescibacterota;c__UBA2968;o__SICM01;f__SICM01;g__SICM01;s__	Medium-quality	5	0
Hot	NMDC60090785	d__Bacteria;p__WOR-3;c__WOR-3;o__SM23-42;f__SM23-42;g__DTOZ01;s__	High-quality	0	0
Hot	NMDC60083766	d__Bacteria;p__Desulfobacterota;c__JdFR-97;o__JdFR-97;f__;g__;s__	Medium-quality	2	0
Hot	NMDC60091908	d__Bacteria;p__UBA9089;c__CG2-30-40-21;o__CG2-30-40-21;f__SBAY01;g__;s__	Medium-quality	1	0
Hot	NMDC60106237	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermodesulfobacterium;s__	Medium-quality	1	0
Hot	NMDC60095803	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__NZ13-MGT;g__JGI-0000106-J15;s__	Medium-quality	0	0
Hot	NMDC60095565	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Petrotogaceae;g__Marinitoga;s__	Medium-quality	1	0
Hot	NMDC60083819	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__JdFR-13;s__JdFR-13 sp002011075	Medium-quality	0	0
Hot	NMDC60096064	d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__HRBIN17;g__HRBIN17;s__	Medium-quality	2	0
Hot	NMDC60095939	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__SpSt-205;f__SpSt-205;g__;s__	Medium-quality	2	0
Hot	NMDC60096479	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAAEKA01;f__JAAEKA01;g__;s__	High-quality	3	0
Hot	NMDC60082135	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__WFXV01;s__WFXV01 sp015490435	Medium-quality	3	0
Hot	NMDC60089224	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__X112;g__;s__	Medium-quality	5	0
Hot	NMDC60098099	d__Bacteria;p__CSP1-3;c__CSP1-3;o__CSP1-3;f__HRBIN32;g__HRBIN32;s__	Medium-quality	1	0
Hot	NMDC60094571	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__NBVN01;g__DRZP01;s__	High-quality	0	0
Hot	NMDC60106363	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__J036;g__Roseilinea;s__	Medium-quality	1	0
Hot	NMDC60082568	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__;s__	Medium-quality	1	0
Hot	NMDC60106353	d__Bacteria;p__CSP1-3;c__CSP1-3;o__CSP1-3;f__CSP1-3;g__VGFA01;s__	High-quality	3	0
Hot	NMDC60091054	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__	Medium-quality	4	0
Hot	NMDC60094209	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__B-DKE;s__B-DKE sp011334705	High-quality	0	0
Hot	NMDC60095667	d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__UBA2242;g__B118-G9;s__	Medium-quality	1	0
Hot	NMDC60096431	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__;s__	Medium-quality	2	0
Hot	NMDC60082660	d__Bacteria;p__WOR-3;c__UBA3072;o__WFRC01;f__WFRC01;g__WFRC01;s__WFRC01 sp015486685	Medium-quality	1	0
Hot	NMDC60091466	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-320;s__	High-quality	2	0
Hot	NMDC60094619	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Meiothermus;s__	Medium-quality	1	0
Hot	NMDC60119448	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__S016-38;f__S016-38;g__;s__	Medium-quality	0	0
Hot	NMDC60092486	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Desulfurococcaceae;g__Thermogladius;s__	Medium-quality	0	0
Hot	NMDC60085879	d__Bacteria;p__Omnitrophota;c__4484-213;o__4484-213;f__4484-213;g__B17-G2;s__B17-G2 sp003645805	High-quality	1	0
Hot	NMDC60082071	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__JAADDL01;g__JAADDL01;s__JAADDL01 sp015488975	Medium-quality	2	0
Hot	NMDC60082409	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA9570;f__XYC2-FULL-38-9;g__UM-FILTER-45-8;s__	Medium-quality	1	0
Hot	NMDC60096589	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__UBA12183;s__	Medium-quality	2	0
Hot	NMDC60082265	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__;s__	Medium-quality	4	0
Hot	NMDC60065205	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	Medium-quality	0	0
Hot	NMDC60092260	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__DG-74-1;g__DG-74-1;s__	Medium-quality	1	0
Hot	NMDC60093709	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAHJIN01;f__JAHJIN01;g__;s__	Medium-quality	2	0
Hot	NMDC60106315	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA877;s__	Medium-quality	2	0
Hot	NMDC60092796	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__;f__;g__;s__	Medium-quality	1	0
Hot	NMDC60092722	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__	Medium-quality	2	0
Hot	NMDC60096773	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10329;g__;s__	Medium-quality	0	0
Hot	NMDC60094362	d__Bacteria;p__Actinobacteriota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__;s__	Medium-quality	2	0
Hot	NMDC60096721	d__Bacteria;p__UBA8481;c__UBA8481;o__UBA8481;f__J006;g__J006;s__J006 sp003697085	Medium-quality	1	0
Hot	NMDC60106547	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__JACQHM01;g__;s__	Medium-quality	1	0
Hot	NMDC60092491	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Halothiobacillales;f__Halothiobacillaceae;g__28-57-27;s__	Medium-quality	5	0
Hot	NMDC60119367	d__Bacteria;p__WOR-3;c__Hydrothermia;o__UBA1063;f__WFZT01;g__WFZT01;s__	High-quality	2	0
Hot	NMDC60085894	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019056785	Medium-quality	0	0
Hot	NMDC60119289	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__RBG-16-60-22;g__JdFR-56;s__	Medium-quality	1	0
Hot	NMDC60095567	d__Bacteria;p__KSB1;c__UBA2214;o__UBA2214;f__Zgenome-0027;g__;s__	Medium-quality	0	0
Hot	NMDC60096008	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__HR35;g__;s__	Medium-quality	1	0
Hot	NMDC60095032	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__4484-276;g__4484-276;s__	Medium-quality	2	0
Hot	NMDC60094666	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__	Medium-quality	2	0
Hot	NMDC60096158	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Elainellales;f__Elainellaceae;g__O-77;s__O-77 sp013177315	Medium-quality	1	0
Hot	NMDC60097571	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__CSP1-2;g__HRBIN37;s__HRBIN37 sp002898375	Medium-quality	0	0
Hot	NMDC60119372	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	Medium-quality	0	0
Hot	NMDC60096503	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__	Medium-quality	2	0
Hot	NMDC60106226	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__HR35;g__HRBIN35;s__	Medium-quality	1	0
Hot	NMDC60096808	d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__;s__	Medium-quality	1	0
Hot	NMDC60106142	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA9642;g__UBA9642;s__	Medium-quality	1	0
Hot	NMDC60094393	d__Bacteria;p__SZUA-182;c__SZUA-182;o__DTGQ01;f__DTGQ01;g__DTGQ01;s__DTGQ01 sp011338205	Medium-quality	3	0
Hot	NMDC60091675	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__	Medium-quality	12	0
Hot	NMDC60095663	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__B25-G16;g__B33-G16;s__B33-G16 sp003646875	Medium-quality	0	0
Hot	NMDC60096112	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__NBVN01;g__Zestosphaera;s__Zestosphaera sp011375725	High-quality	0	0
Hot	NMDC60096492	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Medium-quality	2	0
Hot	NMDC60094886	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__NZ13-MGT;g__NZ13-MG1;s__NZ13-MG1 sp011363045	Medium-quality	0	0
Hot	NMDC60082448	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA918;g__OLB19;s__OLB19 sp015485575	Medium-quality	1	0
Hot	NMDC60095000	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__;s__	Medium-quality	3	0
Hot	NMDC60097222	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__;s__	Medium-quality	2	0
Hot	NMDC60095607	d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__;s__	Medium-quality	0	0
Hot	NMDC60094069	d__Bacteria;p__Myxococcota;c__Polyangia;o__DRWM01;f__DRWM01;g__DRWM01;s__DRWM01 sp011373655	Medium-quality	1	0
Hot	NMDC60085936	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__Desulfobacula sp003647385	Medium-quality	0	0
Hot	NMDC60092707	d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__Hydrogenedentaceae;g__Hydrogenedens;s__	High-quality	0	0
Hot	NMDC60095052	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__JdFR-41;s__	Medium-quality	0	0
Hot	NMDC60084678	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Cyanobium_A;s__	Medium-quality	3	0
Hot	NMDC60106305	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Zymobacter;s__	Medium-quality	6	0
Hot	NMDC60065237	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__B20-G17;g__;s__	Medium-quality	0	0
Hot	NMDC60082561	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__CSSed11-243R1;f__CSSed11-243R1;g__WALP01;s__	Medium-quality	0	0
Hot	NMDC60085883	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__;g__;s__	Medium-quality	2	0
Hot	NMDC60097543	d__Bacteria;p__CSP1-3;c__CSP1-3;o__CSP1-3;f__HRBIN32;g__HRBIN32;s__	Medium-quality	0	0
Hot	NMDC60119359	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SpSt-223;f__SpSt-223;g__SpSt-223;s__	Medium-quality	2	0
Hot	NMDC60094430	d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__Sumerlaeales;f__Sumerlaeaceae;g__DRVG01;s__DRVG01 sp011374125	Medium-quality	2	0
Hot	NMDC60092270	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__UBA2268;g__Naka2016;s__	High-quality	1	0
Hot	NMDC60094895	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__DRYS01;g__DRYS01;s__DRYS01 sp011375775	High-quality	0	0
Hot	NMDC60085847	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__;g__;s__	Medium-quality	0	0
Hot	NMDC60096641	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__J096;s__J096 sp003694965	Medium-quality	0	0
Hot	NMDC60082656	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__;g__;s__	Medium-quality	3	0
Hot	NMDC60082404	d__Bacteria;p__Planctomycetota;c__GCA-002687715;o__GCA-002687715;f__DRQF01;g__S139-23;s__S139-23 sp015485455	Medium-quality	2	0
Hot	NMDC60094914	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__WYZ-LMO6;g__WYZ-LMO6;s__	Medium-quality	0	0
Hot	NMDC60094459	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__GBS-2;g__DTJQ01;s__DTJQ01 sp011370505	Medium-quality	2	0
Hot	NMDC60095630	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__4572-112;s__4572-112 sp002254285	Medium-quality	3	0
Hot	NMDC60093766	d__Bacteria;p__Krumholzibacteriota;c__;o__;f__;g__;s__	Medium-quality	1	0
Hot	NMDC60106421	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__B69-G16;g__B69-G16;s__	High-quality	0	0
Hot	NMDC60082217	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga;s__Hydrogenivirga sp015490115	Medium-quality	1	0
Hot	NMDC60096286	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus igniterrae	Medium-quality	1	0
Hot	NMDC60096377	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__DTPO01;s__	Medium-quality	0	0
Hot	NMDC60106405	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__JABWBV01;g__JABWBV01;s__	Medium-quality	1	0
Hot	NMDC60091714	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__GBS-DC;g__LDYB01;s__	High-quality	0	0
Hot	NMDC60095742	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164;s__	Medium-quality	1	0
Hot	NMDC60093664	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__SpSt-1004;s__	High-quality	2	0
Hot	NMDC60084670	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Celeribacter;s__Celeribacter baekdonensis_A	Medium-quality	3	0
Hot	NMDC60082668	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__B16-G9;s__	Medium-quality	0	0
Hot	NMDC60083774	d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella;s__	Medium-quality	0	0
Hot	NMDC60089206	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	Medium-quality	0	0
Hot	NMDC60085915	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__B18-G2;g__B18-G2;s__	Medium-quality	1	0
Hot	NMDC60082093	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__CAITKP01 sp015489055	Medium-quality	3	0
Hot	NMDC60083325	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__WFPA01;s__WFPA01 sp015487815	Medium-quality	3	0
Hot	NMDC60094202	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__DTNL01;f__DTGH01;g__DTGH01;s__DTGH01 sp011335015	Medium-quality	0	0
Hot	NMDC60096699	d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__S012-25;g__;s__	Medium-quality	4	0
Hot	NMDC60094898	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp011363705	Medium-quality	0	0
Hot	NMDC60093672	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Aggregatilineaceae;g__UBA2029;s__	Medium-quality	0	0
Hot	NMDC60090778	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__DSPP01;f__WJJR01;g__JACQFV01;s__	Medium-quality	2	0
Hot	NMDC60093798	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Gearchaeales;f__Gearchaeaceae;g__SCGC-AAA471-B05;s__	High-quality	0	0
Hot	NMDC60096506	d__Bacteria;p__Riflebacteria;c__Ozemobacteria;o__Ozemobacterales;f__Ozemobacteraceae;g__;s__	Medium-quality	2	0
Hot	NMDC60095132	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__B10-G9 sp003648195	Medium-quality	1	0
Hot	NMDC60106359	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-7336;f__;g__;s__	Medium-quality	2	0
